0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
101.30205063856658,97.75117666393248,98.54154678621003,96.03101389592373,98.79210317641426,98.72842382851096,99.33100007698556,101.03134752113161,99.43666136302566,96.1396159275478,100.07184327378693,99.36231265244727,98.21585198633261,98.78575114484634,96.84557448030675,99.3931004365095,99.1299450774074,98.385642016781,97.4972046161517,98.4889405906085,101.67400253561235,96.30843860776159,98.73751078960021,96.26474613433734,100.35544691463821,100.14671878035757,99.07683909217832,99.52007021299413,97.32504567529925,97.09344399689816,100.64360656778916,96.5168712834611,98.94141094795137,99.4687043403817,97.39941187611626,98.40520572250307,98.61909193298614,97.3182018094882,97.65796283469305,99.64007577791554
100.6677051419672,97.68970136931397,97.45494204598349,98.08663100610752,95.67639707438208,99.06740638766277,101.26171353750627,99.46018933556462,99.39806844300892,96.66122615826082,99.63959177705152,99.81988022969468,98.8678614182015,96.16780757076353,98.14495246437646,99.60614731141531,98.50237448455785,99.21530316970177,100.64264128469611,97.28561763089438,98.82374101459186,98.55295720714724,95.73717627361479,96.10001773992856,99.9375038878285,100.81455877996939,98.95646149491006,96.71677995526575,98.37337649430341,95.70162061090166,101.04214906379728,97.83338116224638,100.83499024666631,100.18757065003439,98.93273364125993,96.2334188447738,100.31514564380724,98.36614844125903,97.77790999064716,99.39651291762321
102.15281469787764,97.39707127493917,96.96016044326544,97.36614905979668,98.20626089275633,100.43367735470952,99.99663940456311,98.95396152635931,100.88493773162483,96.34999582705937,99.44691441481794,99.67080827014635,98.39710689612987,98.57572662464985,98.85689876632767,98.92900055340347,98.35988003102628,97.9457025855927,98.14194773442821,98.08622193789463,100.05238812241996,98.89373779316514,97.04241899825189,97.15316500866751,98.22232078922526,98.45083605899146,98.73992123617137,96.87820919974978,97.38870884512342,96.9232674814454,100.89001354895757,97.08519395586576,100.20103923165087,99.94067082666119,98.2908359110284,96.96748310056296,96.96099466124781,98.97652087669451,98.22951521038894,99.24431453682608
98.85394405621338,98.79206122819724,98.58967007323183,95.80658575534167,97.05024750682925,98.1060580492808,97.8562535472627,99.33467416078285,100.0199011331565,96.41767519983824,97.4022249098072,100.13941219165868,98.95626392528527,96.0933012379125,96.46270279580068,100.47305732844094,96.92773687145649,96.65464215696485,99.75152318090015,96.77852105773704,101.54033740357616,99.3372381763284,97.72403504977773,96.97862708154612,99.36621165240136,101.49109700926913,99.17735174773021,95.97901093663948,96.62550780879455,95.75005907580679,100.50836881612584,97.68242350950663,100.54915850264729,101.84940331184124,98.5436576035719,97.68874237019817,98.48462926246305,98.56211059401463,96.10348751839693,98.09191541148353
99.16618690886956,99.14011826619996,98.23665149438618,97.0889125683929,99.25807511399564,100.86939309113444,100.52606243370666,98.42717237086416,98.14230283906817,98.59114594247903,99.15840025899973,99.09470993481352,96.42961835189392,98.2048227108622,97.75518975876102,99.41665196830621,100.29388286485744,97.91660755931694,99.97733884556678,97.89865959047704,96.7307912312888,97.53326563851861,95.79673806185184,98.19537310238391,98.34071716976506,97.25763965855388,98.1661788629562,98.45673624812916,96.92728596061916,96.72488851258684,99.05575081760402,98.30038176714228,99.964559371742,98.66391233303189,97.5184754926492,97.16252260265085,98.93918798422266,99.37635609794668,97.7618783513648,98.97051837893395
98.6039041599376,100.64269304814732,97.96937991379318,96.58492908467679,97.94801723623465,97.88473421771039,98.17440061746446,100.12766899117729,98.4437340744864,95.57827485155309,97.87572596115459,97.77687794824742,97.47840193525288,96.43771221557769,98.33981646179126,100.36432354486158,98.44477301753807,97.30709772523787,99.24675835261247,96.93838887692115,97.61375160921271,97.54372348538595,97.93072819910935,98.72297145131182,96.9869259734538,96.8620672637031,97.3026744013983,97.47858253419578,97.58868521593809,96.18274934397016,98.33945513878788,96.09759171250379,96.31889140306693,98.59036332170713,98.31636268849837,97.04611409899141,98.75862655421722,97.97533045817701,96.45702179277734,99.61131325898639
98.57039050151147,98.89452836727455,99.91763588444529,97.40246332602581,98.12612062971934,99.56896354009933,97.99920958688269,98.42870768297364,96.83048599803946,97.30351628726117,97.51838363832252,97.67168209320431,97.9488415540667,98.5761699776238,97.30414558266386,98.06659246968239,100.303009137455,97.27969936283436,97.81047488487805,96.60381436200366,96.80352749959113,99.89788490174169,99.04886078336335,98.71903682354123,98.75157815503438,96.74096883246368,98.98017718821815,96.48412693195263,97.8532349309998,98.15817235915644,97.28797673507151,96.76209252970756,99.26816568017523,96.78116806037677,97.58892773243707,96.09229369714687,98.03134045938413,98.76660330467766,97.42628758851846,98.5848832571589
97.21046592570458,96.16144916162682,97.14837244727018,97.29818937345716,96.5901006671977,97.21534771041247,97.96689672374146,96.23582134073584,95.28416065792513,98.36602496725153,97.33000122050925,98.82522057453154,97.120085400154,96.80825417592945,95.00965697194074,98.68652830414202,98.09875540352678,97.43059677025498,97.44435351455924,97.65006404398821,96.38913045744755,98.48110362508068,98.72645245037343,96.62940845579729,99.45572829852712,95.41921225892429,99.01844610871048,97.02572079075914,98.79687417563423,97.68471139861738,96.65270261472426,98.44383864127484,96.16338848104967,96.83695903618661,96.8271765932009,95.21159604082526,99.38493399502359,99.1978870317308,96.88855224356921,97.99042113820138
95.01043317964809,96.61340721499592,99.87020956257896,95.89336813978979,99.11200343046436,95.9635263228897,96.84604934338054,96.96984814239211,95.16336773877255,97.20037481978686,98.33790194630971,96.7422853614835,98.85638845127473,97.02783214778201,97.54022742904222,95.19745878068916,98.00573613940388,96.84928763737729,96.92999914158374,97.59783701168452,96.4046141741178,97.80052779770024,97.3241113824243,96.52724774388436,97.02645627782431,94.9201645741739,98.99091779849087,97.8698055957105,95.66719484714329,98.92296932982799,97.4232787774803,97.74951797587896,97.53266189333988,98.30041532048253,97.49986161770003,98.11080385441761,97.20236296676235,96.40358628525574,96.0659467562602,96.89092591324716
94.03154294119172,97.36004900224374,97.67019540896133,96.9065395852006,98.26573962436451,97.69932091445266,97.27585551183144,95.78275019682474,98.08207500879034,98.8289761367027,96.74783186034632,94.25596738810121,97.37335504981536,96.44590605203167,98.05436805352886,95.70537400829008,96.82378368947616,95.35260899446308,96.86183589362939,98.329678281087,95.70166871506906,98.3889709813281,98.31626273826258,95.51705842426793,97.5827092548464,97.09606797763259,97.93010597931682,96.55752907134949,97.55637519811869,96.46258236200086,96.12003764436679,97.56800282406604,96.46083796661986,97.85922296387322,99.20605678376063,97.5361590027202,96.46227684691539,97.23163216648068,98.05278071026663,96.46453563400486
95.76239895697331,96.3058431978549,95.26928396520701,97.81540339718786,97.66180232441839,96.25683617093912,96.67680535713846,96.10606193256913,97.08136449946963,96.90229633946736,96.60635186607969,96.22027532391084,96.75271174653741,94.97236028017356,96.3455145344495,96.75909344703628,96.80195645875051,99.22721957726158,97.84561574149026,96.13350158411318,94.59227202096692,97.0801850333806,95.78553757831494,97.33351677520695,95.72165036685745,97.72863577504394,96.79999035581437,97.72661450904464,97.47833006998452,97.50762317251801,96.26282736550772,97.75036692208437,94.79040918854801,96.24750491015843,98.88433809863847,98.19493580767806,96.73340525631662,97.48392233858233,97.07191901489895,95.61393259932485
96.51045745395984,97.01126897021528,96.45336672588856,97.98759125329032,95.81954652803887,96.14206329327519,95.98064807386942,95.89535690154024,93.94231596488251,99.2526109494189,96.8690031365777,95.44195189469724,97.93788419399412,96.24200541508353,97.03878289859358,96.54576302696388,95.14540479695238,96.89260416185998,96.13549542426176,98.34518187659003,96.24604489586005,97.29865242568069,97.78022056503066,98.21521288359922,96.84293942619999,97.69725559025632,97.18878986973154,98.28381871797082,97.22617825129063,96.28137405067606,95.25995010418511,97.84857459055468,95.24921498558392,96.5866232370054,96.38892855336998,96.85570148730959,95.87415635264145,97.55316695438378,98.18808951695135,96.17851268027702
97.16748213474914,95.6023893260471,97.28870582105695,96.87762503337865,95.55556989951938,95.67759349078926,97.65359553347197,97.31356149941658,95.97856598866153,95.93325061884713,95.07998907750593,95.22585909674093,95.54600892523236,95.69980297428096,96.13744138733921,96.15130347793065,97.29848843160062,95.2124245777281,96.07383367196296,97.54795898837732,96.20444045669738,96.87645369526369,97.19719337192892,96.62381480356177,95.87253879185862,97.05826473989438,97.5336934506801,96.95079976886942,97.64837700182844,96.75276543394418,95.38432979064852,98.39844650007527,95.47780911981857,96.63842201373015,96.50954827181148,96.58015954464038,95.56244756919762,96.57275056967062,98.2595047073025,95.7958626377804
95.09811382019224,97.16013324975955,95.81619517526065,97.69845372422076,96.40484966251152,95.48146733635912,95.58839127647373,96.703388656959,96.13374122440926,98.53994481911698,94.48652008780986,96.95307728474982,95.33243588376922,95.34246177639514,94.72278988088762,95.17274537442957,95.64125561255415,96.74637885308685,95.29254755067306,98.48602604482024,96.13336989563287,97.16332775744549,97.06153413288308,95.85034074260189,97.53146448342441,98.65813649546956,97.35350608377084,95.52280458475154,97.06340149265773,96.98488076636747,97.33528795421574,97.99445671966737,95.61761412667431,95.94521886867885,95.64333356153716,97.2994853961046,95.08257678186672,97.57789359562476,98.64181962395739,94.53385027644615
96.82893120291033,96.31488631095489,94.66367008317445,97.50706328228276,95.4439502141648,96.00662027963475,95.18344150357025,96.33212172431254,95.90525415115265,95.92336598761027,94.42948332318424,96.24847329701849,96.68184304679343,97.67828730408802,98.31994184125563,93.99301628992235,96.9945328723479,96.92436410071454,96.6562084772286,98.18956491309608,98.30419832941789,95.18863626044065,96.92143430351994,99.21631874614125,95.75553364473302,95.95189120460576,95.74389048852873,97.1139111420766,96.29412371848335,99.35799490881979,96.7888360475802,97.18995640484107,94.40193563149309,98.0878397389641,96.48824655773545,98.14713707808079,98.25891749577912,95.60427728306507,96.82368733141847,98.66979856394433
